STOP DATE,"STOP TIME","SENT TO STATE","INCIDENT NUMBER","STOP TYPE DESCRIPTION","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","RACE DESCRIPTION","SEX DESCRIPTION","RESIDENCY CODE","AGE IN YEARS (at time of contact)","PAT-DOWN FRISK CONDUCTED","SEARCH CONDUCTED","CITATION ISSUED","ARREST MADE","REASON FOR STOP - DRUG TRANSACTION","REASON FOR STOP - RADIO BROADCAST CFS","REASON FOR STOP - FITS DESCRIPTION","REASON FOR STOP - CASING","REASON FOR STOP - PROXIMITY","REASON FOR STOP - GANG ENFORCEMENT","REASON FOR STOP - SUSPICIOUS ACTIVITY","REASON FOR STOP - OTHER","FRISK CONDUCTED BY","REASON FOR FRISK - ADMINISTRATIVE","REASON FOR FRISK - VERBAL THREATS","REASON FOR FRISK - CRIMINAL VIOLENT BEHAVIOR","REASON FOR FRISK - VIOLENT BEHAVIOR","REASON FOR FRISK - VIOLENT CRIME","REASON FOR FRISK - SUSPICIOUS BULGE","REASON FOR FRISK - EVASIVE","REASON FOR FRISK - OTHER","PAT-DOWN FRISK LED TO SEARCH BEYOND","SEARCH CONDUCTED BY","REASON FOR SEARCH - ADMINISTRATIVE","REASON FOR SEARCH - DRUGS","REASON FOR SEARCH - HARD OBJECT","REASON FOR SEARCH - FIREARM","REASON FOR SEARCH - OTHER WEAPON","REASON FOR SEARCH - OTHER","CONTRABAND FOUND","CONTRABAND FOUND - DRUGS","CONTRABAND FOUND - DRUG PARAPHERNALIA","CONTRABAND FOUND - ALCOHOL","CONTRABAND FOUND - WEAPON","CONTRABAND FOUND - STOLEN PROPERTY","CONTRABAND FOUND - OTHER","MAPPING ADDRESS"
12/10/2016,"18:11","YES","UU1606766","PEDESTRIAN","54602","1300 BLOCK","N LINCOLN AV",,"WHITE","MALE","N","27","NO","YES","NO","YES","NO","YES","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","YES","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","NO","1300 N LINCOLN AV ,URBANA,IL"
12/10/2016,"18:27","NO","UU1606766","PEDESTRIAN","54602","1300 BLOCK","N LINCOLN AV",,"WHITE","MALE","N","24","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 N LINCOLN AV ,URBANA,IL"
12/10/2016,"18:27","NO","UU1606766","PEDESTRIAN","54602","1300 BLOCK","N LINCOLN AV",,"WHITE","MALE","U","24","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 N LINCOLN AV ,URBANA,IL"
12/09/2016,"01:53","NO","UF1602746","PEDESTRIAN","54809","2100 BLOCK","E UNIVERSITY",,"ASIAN","MALE","Y","26","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","2100 E UNIVERSITY ,URBANA,IL"
12/09/2016,"04:12","NO","UU1606729","MOTOR VEHICLE NON-IVC","51907","2000 BLOCK","N KENYON RD",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","28","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","2000 N KENYON RD ,URBANA,IL"
12/08/2016,"14:03","YES","UU1606720","PEDESTRIAN","57609","1200 BLOCK","S VINE ST",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","12","NO","YES","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1200 S VINE ST ,URBANA,IL"
12/08/2016,"17:51","NO","UU1606368","PEDESTRIAN","60508","1200 BLOCK","E HARDING DR",,"BLACK OR AFRICAN AMERICAN","FEMALE","U","59","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 E HARDING DR ,URBANA,IL"
12/08/2016,"23:17","NO","UF1602747","MOTOR VEHICLE NON-IVC","57609","1200 BLOCK","VINE ST",,"BLACK OR AFRICAN AMERICAN","MALE","Y","20","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 VINE ST ,URBANA,IL"
12/08/2016,"23:18","NO","UF1602747","MOTOR VEHICLE NON-IVC","57609","1200 BLOCK","VINE ST",,"WHITE","MALE","N","20","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 VINE ST ,URBANA,IL"
12/08/2016,"23:18","NO","UF1602747","MOTOR VEHICLE NON-IVC","57609","1200 BLOCK","VINE ST",,"WHITE","MALE","Y","19","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 VINE ST ,URBANA,IL"
12/08/2016,"23:18","NO","UF1602747","MOTOR VEHICLE NON-IVC","57609","1200 BLOCK","VINE ST",,"WHITE","MALE","Y","21","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1200 VINE ST ,URBANA,IL"
12/07/2016,"14:58","NO","UF1602734","PEDESTRIAN","57602","200 BLOCK","FLORIDA E BLK",,"BLACK OR AFRICAN AMERICAN","MALE","Y","42","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","200 FLORIDA E BLK ,URBANA,IL"
12/07/2016,"22:32","NO","UF1602736","MOTOR VEHICLE NON-IVC","54611","1400 BLOCK","N BROADWAY",,"WHITE","MALE","N","44","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1400 N BROADWAY ,URBANA,IL"
12/06/2016,"00:56","NO","UF1602732","MOTOR VEHICLE NON-IVC","54710","1000 BLOCK","E UNIVERSITY AV",,"WHITE","MALE","N","30","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1000 E UNIVERSITY AV ,URBANA,IL"
12/06/2016,"10:01","YES","UU1606680","PEDESTRIAN","51901","400 BLOCK","E ANTHONY DR",,"BLACK OR AFRICAN AMERICAN","MALE","N","41","NO","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","400 E ANTHONY DR ,URBANA,IL"
12/06/2016,"17:41","NO","UF1602729","PEDESTRIAN","54705","600 BLOCK","W PARK ST",,"WHITE","MALE","Y","13","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","600 W PARK ST ,URBANA,IL"
12/05/2016,"00:50","NO","UF1602722","PEDESTRIAN","57507","900 BLOCK","S LINCOLN AV",,"HISPANIC OR LATINO","MALE","Y","22","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","900 S LINCOLN AV ,URBANA,IL"
12/05/2016,"17:03","YES","UU1606675","PEDESTRIAN","54702","1300 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","14","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","CONSENT","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 CUNNINGHAM AV ,URBANA,IL"
12/05/2016,"17:04","YES","UU1606675","PEDESTRIAN","54702","1300 BLOCK","CUNNINGHAM AV",,"WHITE","MALE","Y","13","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","CONSENT","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 CUNNINGHAM AV ,URBANA,IL"
12/05/2016,"17:05","YES","UU1606675","PEDESTRIAN","54702","1300 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","12","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","CONSENT","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 CUNNINGHAM AV ,URBANA,IL"
12/04/2016,"00:17","NO","UF1602714","PEDESTRIAN","57601","100 BLOCK","S RACE ST",,"WHITE","MALE","U","32","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","100 S RACE ST ,URBANA,IL"
12/04/2016,"02:05","NO","UF1602723","PEDESTRIAN","57506","700 BLOCK","S GOODWIN AV",,"ASIAN","FEMALE","N","20","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","700 S GOODWIN AV ,URBANA,IL"
12/04/2016,"02:05","NO","UF1602723","PEDESTRIAN","57506","700 BLOCK","S GOODWIN AV",,"ASIAN","FEMALE","N","22","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","700 S GOODWIN AV ,URBANA,IL"
12/04/2016,"05:47","NO","UU1606654","MOTOR VEHICLE NON-IVC","54605","1000 BLOCK","N MATHEWS AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","28","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1000 N MATHEWS AV ,URBANA,IL"
12/04/2016,"07:36","NO","UF1602715","PEDESTRIAN","57601","300 BLOCK","S BROADWAY",,"BLACK OR AFRICAN AMERICAN","MALE","U","41","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","300 S BROADWAY ,URBANA,IL"
12/04/2016,"20:42","YES","UU1606663","PEDESTRIAN","99999","400 BLOCK","S DODSON DR",,"BLACK OR AFRICAN AMERICAN","MALE","N","37","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","REASONABLE SUSPICION","NO","NO","NO","YES","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","400 S DODSON DR ,URBANA,IL"
12/03/2016,"02:19","YES","UF1602710","PEDESTRIAN","57605","1 BLOCK","VINE","WASHINGTON","WHITE","FEMALE","Y","20","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","CONSENT","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1 VINE ,URBANA,IL"
12/03/2016,"03:39","NO","UF1602711","MOTOR VEHICLE NON-IVC","57604","1300 BLOCK","E MAIN ST",,"WHITE","MALE","Y","23","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","1300 E MAIN ST ,URBANA,IL"
12/03/2016,"11:48","NO","UU1606639","MOTOR VEHICLE NON-IVC","49103","3000 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","FEMALE","N","36","NO","YES","YES","YES","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","3000 CUNNINGHAM AV ,URBANA,IL"
12/03/2016,"15:58","YES","UU1606646","PEDESTRIAN","60601","2000 BLOCK","E FLORIDA AV",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","19","NO","YES","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","2000 E FLORIDA AV ,URBANA,IL"
12/03/2016,"16:02","YES","UU1606645","PEDESTRIAN","60603","2500 BLOCK","PHILO RD",,"WHITE","MALE","Y","75","NO","YES","YES","NO","NO","NO","YES","NO","YES","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","2500 PHILO RD ,URBANA,IL"
12/03/2016,"21:11","YES","UU1606649","PEDESTRIAN","60508","1 BLOCK","SILVER ST","VAWTER ST","BLACK OR AFRICAN AMERICAN","MALE","Y","61","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","1 SILVER ST ,URBANA,IL"
12/03/2016,"21:12","YES","UU1606650","PEDESTRIAN","54702","1300 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","12","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1300 CUNNINGHAM AV ,URBANA,IL"
12/03/2016,"21:19","YES","UU1606650","PEDESTRIAN","54702","1300 BLOCK","CUNNINGHAM AV",,"BLACK OR AFRICAN AMERICAN","MALE","Y","14","NO","YES","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","SEARCH INCIDENT TO ARREST","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","1300 CUNNINGHAM AV ,URBANA,IL"
12/02/2016,"18:13","NO","UF1602712","PEDESTRIAN","54613","900 BLOCK","W UNIVERSITY",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","20","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","900 W UNIVERSITY ,URBANA,IL"
12/02/2016,"20:35","NO","UU1606630","MOTOR VEHICLE NON-IVC","57901","100 BLOCK","S HIGH CROSS RD",,"BLACK OR AFRICAN AMERICAN","FEMALE","Y","15","NO","YES","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","CONSENT","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","100 S HIGH CROSS RD ,URBANA,IL"
12/02/2016,"21:37","NO","UU1606631","MOTOR VEHICLE NON-IVC","60601","1700 BLOCK","E FLORIDA AVE",,"BLACK OR AFRICAN AMERICAN","FEMALE","N","17","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","Not Applicable","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","Not Applicable","CONSENT","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","1700 E FLORIDA AVE ,URBANA,IL"
